Complaint ID	Date Sumbited	Product	Sub-product	Issue	Sub-issue	Company public response	Company	State	ZIP code	Tags	Consumer consent provided?	Submitted via	Date Received	Company response to consumer	Timely response?	Consumer disputed?
287955800%	4313500%	Vehicle loan or lease	Loan	Managing the loan or lease	Billing problem	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	GA	3007800%		N/A	Referral	18-04-2018	Closed with explanation	No	N/A
302884300%	25-09-2018	Debt collection	Credit card debt	Communication tactics	Frequent or repeated calls	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	130XX	Service Member	Consent provided	Web	25-09-2018	Closed with explanation	Yes	N/A
156034300%	4231700%	Debt collection	Credit card	Cont'd attempts collect debt not owed	Debt is not mine		Cumulus Financial	FL	346XX		Consent provided	Web	4231700%	Closed with explanation	Yes	No
286673300%	4325500%	Checking or savings account	Savings account	Problem caused by your funds being low	Overdrafts and overdraft fees		Cumulus Financial	TX	7521900%		Consent not provided	Web	4325500%	Closed with monetary relief	Yes	N/A
287450800%	13-04-2018	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MD	206XX	Older American	Consent not provided	Web	13-04-2018	Closed with explanation	Yes	N/A
300437300%	28-08-2018	Credit card or prepaid card	Store credit card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OH	4310700%		N/A	Fax	4322900%	Closed with explanation	Yes	N/A
290812400%	4325500%	Mortgage	Other type of mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MO	640XX		N/A	Referral	15-05-2018	Closed with explanation	Yes	N/A
124270700%	17-02-2015	Credit card	""""""	Other	""""""		Cumulus Financial	NY	1143200%		N/A	Fax	23-02-2015	Closed with explanation	Yes	No
248016300%	4298300%	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	336XX		Consent provided	Web	4298300%	Closed with explanation	Yes	N/A
247785900%	4292100%	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NJ	805400%		Consent not provided	Web	4292100%	Closed with monetary relief	Yes	N/A
247786800%	4292100%	Credit card or prepaid card	General-purpose credit card or charge card	Getting a credit card	Sent card you never applied for	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	941XX		Consent provided	Web	4292100%	Closed with explanation	No	N/A
247972300%	4298300%	Checking or savings account	Other banking product or service	Managing an account	Problem making or receiving payments	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9408700%		N/A	Referral	4301300%	Closed with explanation	Yes	N/A
159200400%	4210400%	Credit card	""""""	Delinquent account	""""""		Cumulus Financial	NY	104XX		Consent provided	Web	4210400%	Closed with explanation	Yes	No
291072600%	4328500%	Mortgage	Home equity loan or line of credit (HELOC)	Applying for a mortgage or refinancing an existing mortgage	""""""		Cumulus Financial	IL	6020200%		N/A	Referral	21-05-2018	Closed with explanation	Yes	N/A
182116300%	4255400%	Debt collection	I do not know	Cont'd attempts collect debt not owed	Debt is not mine		Cumulus Financial	VA			Consent provided	Web	4255400%	Closed with explanation	Yes	No
185284500%	28-03-2016	Credit card	""""""	Customer service / Customer relations	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	AZ	850XX		Consent provided	Web	28-03-2016	Closed with explanation	Yes	No
286961000%	4334700%	Debt collection	Payday loan debt	Took or threatened to take negative or legal action	Threatened to sue you for very old debt	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	UT	8410600%		N/A	Phone	4334700%	Closed with explanation	Yes	N/A
286662200%	4316300%	Mortgage	Other type of mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Referral	4325500%	Closed with non-monetary relief	Yes	N/A
286404600%	4316300%	Checking or savings account	Checking account	Closing an account	Funds not received from closed account		Cumulus Financial				N/A	Referral	4328500%	Closed with explanation	Yes	N/A
286504000%	4316300%	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card		Cumulus Financial	CA	9323000%		N/A	Referral	4319400%	Closed with monetary relief	Yes	N/A
286504100%	4316300%	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card		Cumulus Financial	OK	7303400%		N/A	Referral	4319400%	Closed with monetary relief	Yes	N/A
286387200%	4316300%	Mortgage	Other type of mortgage	Trouble during payment process	""""""		Cumulus Financial	GA	3005800%		N/A	Referral	4319400%	Closed with explanation	Yes	N/A
269760600%	4301800%	Mortgage	Other type of mortgage	Incorrect information on your report	""""""		Cumulus Financial				N/A	Postal mail	4301800%	Closed with explanation	Yes	N/A
288584600%	24-04-2018	Credit card or prepaid card	General-purpose credit card or charge card	Getting a credit card	Problem getting a working replacement card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MN	5540700%		N/A	Fax	24-04-2018	Closed with non-monetary relief	Yes	N/A
292269300%	31-05-2018	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9203900%		N/A	Phone	31-05-2018	Closed with explanation	Yes	N/A
292289600%	31-05-2018	Credit card or prepaid card	Store credit card	Problem when making payments	Problem during payment process	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OK	7314200%		N/A	Postal mail	4319600%	Closed with explanation	Yes	N/A
292264700%	31-05-2018	Credit card or prepaid card	Store credit card	Closing your account	Company closed your account	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	IN	4613100%		N/A	Postal mail	31-05-2018	Closed with explanation	Yes	N/A
296126800%	4341100%	Mortgage	Home equity loan or line of credit (HELOC)	Struggling to pay mortgage	""""""		Cumulus Financial	TX	7506200%		N/A	Referral	17-07-2018	Closed with explanation	Yes	N/A
247865300%	4295200%	Credit card or prepaid card	Store credit card	Incorrect information on your report	Account information incorrect	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	917XX		Consent provided	Web	4295200%	Closed with non-monetary relief	Yes	N/A
221737000%	22-11-2016	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	CA	945XX		Consent provided	Web	22-11-2016	Closed with monetary relief	Yes	No
286406000%	4319400%	Credit card or prepaid card	General-purpose credit card or charge card	Fees or interest	Problem with fees		Cumulus Financial	OH	4521200%		Consent not provided	Web	4319400%	Closed with explanation	Yes	N/A
231560900%	27-01-2017	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	TX			Consent provided	Web	27-01-2017	Closed with monetary relief	Yes	No
213898400%	29-09-2016	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	NY	107XX		Consent provided	Web	29-09-2016	Closed with explanation	Yes	No
168906700%	4225900%	Credit card	""""""	Other	""""""		Cumulus Financial	AZ	852XX		Consent provided	Web	4225900%	Closed with explanation	Yes	Yes
221923200%	22-11-2016	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	FL			Consent provided	Web	22-11-2016	Closed with explanation	Yes	No
287690000%	16-04-2018	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""		Cumulus Financial	NY	142XX		Other	Web	16-04-2018	Closed with explanation	Yes	N/A
288605200%	24-04-2018	Debt collection	Credit card debt	Written notification about debt	Didn't receive enough information to verify debt		Cumulus Financial	FL	3278900%		N/A	Postal mail	24-04-2018	Closed with explanation	Yes	N/A
287641600%	16-04-2018	Debt collection	Mortgage debt	Attempts to collect debt not owed	Debt was already discharged in bankruptcy and is no longer owed	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OH	4431900%		N/A	Postal mail	16-04-2018	Closed with explanation	Yes	N/A
292349000%	25-05-2018	Mortgage	Other type of mortgage	Applying for a mortgage or refinancing an existing mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	SC	2967900%		N/A	Referral	31-05-2018	Closed with explanation	Yes	N/A
224484200%	4268600%	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	CA	923XX	Older American	Consent provided	Web	4271600%	Closed with monetary relief	Yes	No
287685800%	16-04-2018	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement		Cumulus Financial				N/A	Postal mail	16-04-2018	Closed with explanation	Yes	N/A
288094600%	4319400%	Mortgage	Other type of mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	GA	3002200%		N/A	Referral	19-04-2018	Closed with explanation	Yes	N/A
269817000%	4301800%	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MO	6314600%		N/A	Phone	4301800%	Closed with explanation	Yes	N/A
289016300%	26-04-2018	Mortgage	Home equity loan or line of credit (HELOC)	Applying for a mortgage or refinancing an existing mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Referral	27-04-2018	Closed with explanation	Yes	N/A
237963100%	4298100%	Debt collection	Credit card	Disclosure verification of debt	Not given enough info to verify debt	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MN	564XX		Consent provided	Web	4298100%	Closed with explanation	Yes	No
259476200%	4280200%	Credit card or prepaid card	General-purpose credit card or charge card	Closing your account	Company closed your account		Cumulus Financial	AZ	8538800%		Consent not provided	Web	4283300%	Closed with explanation	Yes	N/A
292691900%	4322600%	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	3375500%		N/A	Referral	4322600%	Closed with explanation	Yes	N/A
259559600%	4283300%	Debt collection	I do not know	Written notification about debt	Didn't receive enough information to verify debt	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9024700%		Consent not provided	Web	4283300%	Closed with explanation	Yes	N/A
287849700%	17-04-2018	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9004400%		N/A	Phone	17-04-2018	Closed with explanation	Yes	N/A
288363100%	22-04-2018	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MA	216900%		Consent not provided	Web	22-04-2018	Closed with explanation	Yes	N/A
302083700%	17-09-2018	Debt collection	I do not know	Took or threatened to take negative or legal action	Threatened to turn you in to immigration or deport you	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	902XX		Other	Web	17-09-2018	Closed with explanation	Yes	N/A
287948200%	17-04-2018	Checking or savings account	Savings account	Problem with a lender or other company charging your account	Can't stop withdrawals from your account		Cumulus Financial	FL	3270800%		N/A	Referral	18-04-2018	Closed with monetary relief	Yes	N/A
287764300%	17-04-2018	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NJ	870100%		N/A	Phone	17-04-2018	Closed with explanation	Yes	N/A
237091300%	4279700%	Credit card	""""""	Unsolicited issuance of credit card	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	IL	620XX		Consent provided	Web	4295000%	Closed with non-monetary relief	Yes	No
269803600%	4301800%	Mortgage	Other type of mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NY	1173300%		N/A	Referral	4301800%	Closed with explanation	Yes	N/A
287977700%	18-04-2018	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9575800%		Consent not provided	Web	18-04-2018	Closed with explanation	Yes	N/A
291903800%	4316400%	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	3282500%		N/A	Referral	26-05-2018	Closed with non-monetary relief	Yes	N/A
302918200%	25-09-2018	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	25-09-2018	Closed with non-monetary relief	Yes	N/A
299937200%	22-08-2018	Checking or savings account	Checking account	Managing an account	Funds not handled or disbursed as instructed		Cumulus Financial	CA	9264700%		N/A	Referral	23-08-2018	Closed with explanation	Yes	N/A
287990400%	18-04-2018	Mortgage	Other type of mortgage	Struggling to pay mortgage	""""""		Cumulus Financial	MI	4822400%		N/A	Postal mail	18-04-2018	Closed with explanation	Yes	N/A
287300400%	4343800%	Credit card or prepaid card	General-purpose credit card or charge card	Fees or interest	Unexpected increase in interest rate		Cumulus Financial	MD	2060700%		N/A	Postal mail	4343800%	Closed with explanation	Yes	N/A
287891200%	18-04-2018	Credit card or prepaid card	General-purpose credit card or charge card	Fees or interest	Unexpected increase in interest rate		Cumulus Financial				N/A	Postal mail	18-04-2018	Closed with explanation	Yes	N/A
287303200%	4343800%	Mortgage	Other type of mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9233600%		N/A	Fax	4343800%	Closed with explanation	Yes	N/A
288233100%	18-04-2018	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Card was charged for something you did not purchase with the card		Cumulus Financial	WA	9837400%		N/A	Referral	20-04-2018	Closed with explanation	Yes	N/A
270956700%	23-10-2017	Checking or savings account	Other banking product or service	Opening an account	Unable to open an account	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	24-10-2017	Closed with explanation	Yes	N/A
218912700%	4238000%	Credit card	""""""	Closing/Cancelling account	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	940XX		Consent provided	Web	4238000%	Closed with explanation	Yes	No
216473200%	18-10-2016	Mortgage	Conventional fixed mortgage	Credit decision / Underwriting	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	TX	760XX		Consent provided	Web	18-10-2016	Closed with explanation	Yes	No
222146600%	23-11-2016	Credit card	""""""	Bankruptcy	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	UT	840XX		Consent provided	Web	23-11-2016	Closed with explanation	Yes	No
305493700%	24-10-2018	Checking or savings account	Other banking product or service	Closing an account	Company closed your account		Cumulus Financial	OH	4320200%		N/A	Referral	24-10-2018	Closed with explanation	Yes	N/A
212973100%	24-09-2016	Credit card	""""""	Billing statement	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	349XX		Consent provided	Web	27-09-2016	Closed with monetary relief	Yes	No
282114300%	22-02-2018	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals		Cumulus Financial	IL	600XX		Consent not provided	Web	22-02-2018	Closed with explanation	Yes	N/A
283037100%	28-02-2018	Credit card or prepaid card	Store credit card	Getting a credit card	Application denied		Cumulus Financial	NY	1141500%		N/A	Referral	4310300%	Closed with explanation	Yes	N/A
284034300%	4343700%	Mortgage	FHA mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	4343700%	Closed with explanation	Yes	N/A
282137500%	21-02-2018	Mortgage	VA mortgage	Applying for a mortgage or refinancing an existing mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	OH	4323500%	Service Member	Consent not provided	Web	21-02-2018	Closed with explanation	Yes	N/A
301586400%	4341300%	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Referral	4341300%	Closed with explanation	Yes	N/A
295944200%	4338000%	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	8950200%		N/A	Referral	4338000%	Closed with explanation	Yes	N/A
283061700%	4310300%	Vehicle loan or lease	Loan	Managing the loan or lease	Billing problem		Cumulus Financial	CA	9311700%		Consent not provided	Web	4310300%	Closed with monetary relief	Yes	N/A
282292100%	22-02-2018	Checking or savings account	Checking account	Opening an account	Didn't receive terms that were advertised		Cumulus Financial	LA	704XX		Consent not provided	Web	22-02-2018	Closed with explanation	Yes	N/A
291905400%	4316400%	Mortgage	Conventional home mortgage	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	AK	995XX		N/A	Referral	26-05-2018	Closed with monetary relief	Yes	N/A
194064100%	25-05-2016	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	CA	9284400%		Consent not provided	Web	25-05-2016	Closed with monetary relief	Yes	No
301645500%	4341300%	Checking or savings account	Other banking product or service	Managing an account	Funds not handled or disbursed as instructed	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	4344300%	Closed with explanation	Yes	N/A
301649700%	4341300%	Checking or savings account	Other banking product or service	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				Other	Web	4341300%	Closed with explanation	Yes	N/A
284174300%	13-03-2018	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	AL	3654200%		Consent not provided	Web	13-03-2018	Closed with explanation	Yes	N/A
301933700%	13-09-2018	Credit card or prepaid card	Store credit card	Problem when making payments	Problem during payment process	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	WI	5322000%		N/A	Referral	14-09-2018	Closed with non-monetary relief	Yes	N/A
301726800%	4344300%	Credit card or prepaid card	Store credit card	Incorrect information on your report	Information belongs to someone else	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Referral	4344300%	Closed with explanation	Yes	N/A
301282300%	4326000%	Mortgage	Other type of mortgage	Applying for a mortgage or refinancing an existing mortgage	""""""		Cumulus Financial	NJ	771900%		N/A	Referral	4329000%	Closed with explanation	Yes	N/A
183970000%	18-03-2016	Mortgage	Other mortgage	Other	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9264600%		N/A	Postal mail	22-03-2016	Closed with explanation	Yes	No
284400800%	15-03-2018	Checking or savings account	Savings account	Managing an account	Deposits and withdrawals		Cumulus Financial	NY	1046800%		N/A	Phone	15-03-2018	Closed with explanation	Yes	N/A
284436200%	15-03-2018	Debt collection	Credit card debt	Attempts to collect debt not owed	Debt was paid	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	LA	7103300%		Consent not provided	Web	15-03-2018	Closed with explanation	Yes	N/A
285072500%	15-03-2018	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MN	5506000%		N/A	Referral	21-03-2018	Closed with explanation	Yes	N/A
299204400%	15-08-2018	Checking or savings account	Checking account	Problem caused by your funds being low	Overdrafts and overdraft fees		Cumulus Financial				N/A	Referral	15-08-2018	Closed with monetary relief	Yes	N/A
284512800%	16-03-2018	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Credit card company isn't resolving a dispute about a purchase on your statement		Cumulus Financial	RI	281600%	Older American	Consent not provided	Web	16-03-2018	Closed with explanation	Yes	N/A
284591000%	17-03-2018	Debt collection	Credit card debt	Attempts to collect debt not owed	Debt was paid	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	LA	7103300%		Consent not provided	Web	17-03-2018	Closed with explanation	Yes	N/A
293065600%	4319600%	Mortgage	Other type of mortgage	Trouble during payment process	""""""		Cumulus Financial	WA	983XX		N/A	Referral	4331800%	Closed with explanation	Yes	N/A
125089200%	21-02-2015	Credit card	""""""	Customer service / Customer relations	""""""		Cumulus Financial	NJ	070XX		N/A	Web	27-02-2015	Closed with explanation	Yes	No
137603500%	14-05-2015	Credit card	""""""	Rewards	""""""		Cumulus Financial	AZ	8539500%	Older American	N/A	Referral	15-05-2015	Closed with explanation	Yes	No
301846200%	13-09-2018	Credit card or prepaid card	Store credit card	Trouble using your card	Credit card company won't increase or decrease your credit limit	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NC	2838000%		N/A	Phone	13-09-2018	Closed with explanation	Yes	N/A
284803200%	19-03-2018	Mortgage	Home equity loan or line of credit (HELOC)	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	DC	2001600%		N/A	Phone	19-03-2018	Closed with explanation	Yes	N/A
284817400%	20-03-2018	Credit card or prepaid card	Store credit card	Problem when making payments	Problem during payment process	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	IA	511XX		Consent not provided	Web	20-03-2018	Closed with explanation	Yes	N/A
284832900%	20-03-2018	Credit card or prepaid card	General-purpose credit card or charge card	Problem with a purchase shown on your statement	Overcharged for something you did purchase with the card	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MD	2074400%		Consent not provided	Web	22-03-2018	Closed with monetary relief	Yes	N/A
284957500%	20-03-2018	Student loan	Private student loan	Dealing with your lender or servicer	Problem with customer service	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	20-03-2018	Closed with explanation	Yes	N/A
298772900%	4332000%	Checking or savings account	Checking account	Opening an account	Didn't receive terms that were advertised		Cumulus Financial				N/A	Referral	4335100%	Closed with explanation	Yes	N/A
295791500%	4335000%	Credit card or prepaid card	General-purpose credit card or charge card	Closing your account	Company closed your account		Cumulus Financial	IL	6004500%		Consent not provided	Web	4335000%	Closed with explanation	Yes	N/A
284883100%	20-03-2018	Credit card or prepaid card	General-purpose credit card or charge card	Closing your account	Company closed your account	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9456500%		N/A	Referral	20-03-2018	Closed with explanation	Yes	N/A
285082200%	20-03-2018	Checking or savings account	Savings account	Managing an account	Funds not handled or disbursed as instructed	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	3463900%		N/A	Referral	21-03-2018	Closed with explanation	Yes	N/A
284901400%	20-03-2018	Checking or savings account	Checking account	Managing an account	Problem using a debit or ATM card		Cumulus Financial	FL	3332400%		Consent not provided	Web	4313500%	Closed with explanation	Yes	N/A
225772400%	20-12-2016	Credit card	""""""	Billing disputes	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	NC	2811500%		N/A	Postal mail	21-12-2016	Closed with non-monetary relief	Yes	Yes
227648800%	4285600%	Credit card	""""""	Advertising and marketing	""""""		Cumulus Financial	NJ	805300%		N/A	Referral	4297900%	Closed with explanation	Yes	No
204762300%	4246800%	Mortgage	Other mortgage	Credit decision / Underwriting	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	TX	7825300%		N/A	Postal mail	4249800%	Closed with explanation	Yes	No
298620400%	4332000%	Checking or savings account	Checking account	Closing an account	Company closed your account		Cumulus Financial				N/A	Phone	4335100%	Closed with monetary relief	Yes	N/A
298621500%	4332000%	Credit card or prepaid card	General-purpose credit card or charge card	Problem when making payments	You never received your bill or did not know a payment was due	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	4332000%	Closed with explanation	Yes	N/A
285213200%	22-03-2018	Mortgage	Home equity loan or line of credit (HELOC)	Applying for a mortgage or refinancing an existing mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	VA	2401400%		Consent not provided	Web	22-03-2018	Closed with explanation	Yes	N/A
291402600%	22-05-2018	Mortgage	Conventional home mortgage	Struggling to pay mortgage	""""""		Cumulus Financial	CO	8125200%	Older American	Consent not provided	Web	22-05-2018	Closed with explanation	Yes	N/A
285424500%	22-03-2018	Checking or savings account	Checking account	Opening an account	Didn't receive terms that were advertised	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9582300%		N/A	Referral	23-03-2018	Closed with explanation	Yes	N/A
293538200%	13-06-2018	Credit card or prepaid card	General-purpose credit card or charge card	Improper use of your report	Credit inquiries on your report that you don't recognize		Cumulus Financial	FL	3302300%		N/A	Postal mail	13-06-2018	Closed with non-monetary relief	Yes	N/A
285195500%	23-03-2018	Mortgage	Home equity loan or line of credit (HELOC)	Closing on a mortgage	""""""		Cumulus Financial	CA	9512300%		Consent not provided	Web	23-03-2018	Closed with explanation	Yes	N/A
285200700%	23-03-2018	Credit card or prepaid card	Store credit card	Improper use of your report	Reporting company used your report improperly	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	VA	2383100%		Consent not provided	Web	23-03-2018	Closed with explanation	Yes	N/A
285303300%	23-03-2018	Credit card or prepaid card	Store credit card	Fees or interest	Problem with fees	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	WI	5322400%		N/A	Referral	26-03-2018	Closed with explanation	Yes	N/A
285309200%	24-03-2018	Credit card or prepaid card	General-purpose credit card or charge card	Getting a credit card	Application denied		Cumulus Financial	MI	4812700%		Consent not provided	Web	24-03-2018	Closed with explanation	Yes	N/A
64965600%	30-12-2013	Credit card	""""""	Other fee	""""""		Cumulus Financial	TX	7621000%		N/A	Referral	4167100%	Closed with monetary relief	Yes	No
285309400%	24-03-2018	Checking or savings account	Checking account	Problem with a lender or other company charging your account	Transaction was not authorized		Cumulus Financial	TX	750XX		Consent provided	Web	24-03-2018	Closed with explanation	Yes	N/A
298975200%	13-08-2018	Checking or savings account	Other banking product or service	Managing an account	Deposits and withdrawals		Cumulus Financial				Other	Web	13-08-2018	Closed with explanation	Yes	N/A
285375000%	25-03-2018	Mortgage	Other type of mortgage	Struggling to pay mortgage	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	MA	015XX		Consent not provided	Web	25-03-2018	Closed with non-monetary relief	Yes	N/A
298741000%	4335100%	Credit card or prepaid card	General-purpose credit card or charge card	Problem when making payments	Problem during payment process	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Referral	4338100%	Closed with explanation	No	N/A
298727100%	4335100%	Debt collection	Credit card debt	Attempts to collect debt not owed	Debt is not yours	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Phone	4335100%	Closed with explanation	Yes	N/A
226884700%	29-12-2016	Debt collection	Mortgage	Communication tactics	Threatened to take legal action		Cumulus Financial	MD	2078300%		N/A	Referral	29-12-2016	Closed with explanation	Yes	No
299018000%	4338100%	Checking or savings account	Checking account	Managing an account	Deposits and withdrawals	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial				N/A	Referral	13-08-2018	Closed with non-monetary relief	Yes	N/A
285609800%	27-03-2018	Checking or savings account	Checking account	Closing an account	Company closed your account	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	3316800%		N/A	Phone	27-03-2018	Closed with explanation	Yes	N/A
